url,titre,contenu,langue,nombre_caracteres,nombre_mots,date_publication,lieu,maladie,source_publication,resume_50_mots,resume_100_mots,resume_150_mots,organisations,animaux,statut
https://agriculture.gouv.fr/communique-de-presse/influenza-aviaire-hautement-pathogene-la-france-place-son-territoire-en-niveau-de-risque-eleve,"Ministère de l'Agriculture, de l'Agro-alimentaire et de la Souveraineté alimentaire - 404","Voir le fil d’ArianeAccueilRetrait et rappel de fromages Saint-Félicien et Saint-Marcellin de la Société Fromagerie Alpine à Romans-sur-IsèreMinistère de l'Agriculture, de l'Agro-alimentaire et de la Souveraineté alimentaire - 404La page que vous avez demandée n'a pas pu être trouvée sur le site. Nous l'avons peut-être déplacée, renommée ou supprimée récemment. Si vous recherchiez un sujet particulier, n’hésitez pas à utiliser le moteur de recherche du site. Sinon, essayez de revenirà la page d'accueilet de naviguer à partir de là.",Français,537,79,,USA,Influenza aviaire,Site officiel,"Voir le fil d’ArianeAccueilRetrait et rappel de fromages Saint-Félicien et Saint-Marcellin de la Société Fromagerie Alpine à Romans-sur-IsèreMinistère de l'Agriculture, de l'Agro-alimentaire et de la Souveraineté alimentaire - 404La page que vous avez demandée n'a pas pu être trouvée sur le site. Nous l'avons peut-être déplacée, renommée ou supprimée récemment.","Voir le fil d’ArianeAccueilRetrait et rappel de fromages Saint-Félicien et Saint-Marcellin de la Société Fromagerie Alpine à Romans-sur-IsèreMinistère de l'Agriculture, de l'Agro-alimentaire et de la Souveraineté alimentaire - 404La page que vous avez demandée n'a pas pu être trouvée sur le site. Nous l'avons peut-être déplacée, renommée ou supprimée récemment. Si vous recherchiez un sujet particulier, n’hésitez pas à utiliser le moteur de recherche du site. Sinon, essayez de revenirà la page d'accueilet de naviguer à partir de là.","Voir le fil d’ArianeAccueilRetrait et rappel de fromages Saint-Félicien et Saint-Marcellin de la Société Fromagerie Alpine à Romans-sur-IsèreMinistère de l'Agriculture, de l'Agro-alimentaire et de la Souveraineté alimentaire - 404La page que vous avez demandée n'a pas pu être trouvée sur le site. Nous l'avons peut-être déplacée, renommée ou supprimée récemment. Si vous recherchiez un sujet particulier, n’hésitez pas à utiliser le moteur de recherche du site. Sinon, essayez de revenirà la page d'accueilet de naviguer à partir de là.",Ministère,,Succès
https://www.senat.fr/leg/ppl24-910.html,Renforcer la santé animale,"Voir le fil d’ArianeAccueilTravaux parlementairesTextes législatifsRenforcer la santé animalePropositions de loiTexte n° 910 (2024-2025) de M. Serge MÉRILLOU et plusieurs de ses collègues, déposé au Sénat le 29 septembre 2025Voir aussiVoir aussiNatureTexte de loi déposé au Sénat - Première lectureAutres formatsDocument""pastillé"" au format PDF(936 Koctets)En savoir plus sur le texteLe dossier législatifRenforcer la santé animale (PPL) - Texte déposé - SénatN° 910SÉNAT2024-2025Enregistré à la Présidence du Sénat le 29 septembre 2025PROPOSITION DE LOIvisantàrenforcerlasantéanimale,présentéePar MM. Serge MÉRILLOU, Christian REDON-SARRAZY, Franck MONTAUGÉ et Mme Frédérique ESPAGNAC,Sénateurs et Sénatrice(Envoyée à la commissiondes affaires économiques, sous réserve de la constitution éventuelle d'une commission spéciale dans les conditions prévues par le Règlement.)Proposition de loivisant à renforcer la santé animaleArticle 1erL’article L. 221-1-1 du code rural et de la pêche maritime est complété par un alinéa ainsi rédigé :« Pour les campagnes de vaccination contre le virus de l’influenza aviaire hautement pathogène décidées par l’autorité administrative, la participation financière de l’État aux frais générés par ces campagnes de vaccination est fixée à 70 %. »Article 2Après l’article L. 221-1-1 du code rural et de la pêche maritime, il est inséré un article L. 221-1-2 ainsi rédigé :«Art. L. 221-1-2. – La vaccination préventive contre le virus de l’influenza aviaire hautement pathogène des oiseaux captifs dans les établissements zoologiques à caractère fixe et permanent est autorisée. »Article 3Après l’article L. 1 du code rural et de la pêche maritime, il est inséré un article L. 1-1 ainsi rédigé :«Art. L. 1-1. – L’État veille à la coordination et à la mutualisation de la recherche vaccinale avec les autres États membres de l’Union européenne et avec les laboratoires agréés par l’autorité administrative, afin de favoriser le développement et la reconnaissance mutuelle des vaccins pour usage vétérinaire. »Article 4Le Gouvernement remet au Parlement, dans un délai de six mois à compter de la promulgation de la présente loi, un rapport sur la création, en coordination avec les autres États membres de l’Union européenne, d’une banque d’antigènes et d’une banque de vaccins destinées à la prévention des principales maladies animales transmissibles.Ce rapport étudie également les modalités de création d’une procédure de mise à disposition exceptionnelle et temporaire de médicaments à l’échelon européen.Article 5Après l’article L. 361-4 A du code rural et de la pêche maritime, il est inséré un article L. 361-4 B ainsi rédigé :«Art. L. 361-4 B. – La deuxième section du Fonds national de gestion des risques en agriculture peut également, dans le respect des règles de l’Union européenne en matière d’aides d’État, financer des actions de veille et de prévention des risques sanitaires, notamment :« 1° Le maillage territorial des vétérinaires sanitaires spécialisés en élevage, y compris par la mise en place d’équipes mobiles ;« 2° L’achat et l’administration de vaccins pour usage vétérinaire ;« 3° La réalisation d’audits permettant d’évaluer la conformité des exploitations agricoles aux règles de biosécurité. »Article 6Après le 13° du I de l’article L. 1 du code rural et de la pêche maritime, il est inséré un 13°bisainsi rédigé :« 13°bisCréer une cinquième école vétérinaire publique pour répondre aux enjeux de souveraineté nationale en matière de formation des vétérinaires, de sécurité alimentaire et de santé publique, d’accompagnement de l’élevage, ainsi que de lutte contre la déprise vétérinaire en zones rurales ; ».Article 7La section 1 du chapitre Ierdu titre préliminaire du livre II du code rural et de la pêche maritime est complétée par un article L. 201-1-3 ainsi rédigé :«Art. L. 201-1-3. – L’État met en œuvre, en lien avec les organisations professionnelles agricoles, les services vétérinaires et les fédérations des chasseurs, des mesures de régulation et de contrôle renforcés de la faune sauvage lorsque celle-ci constitue un vecteur avéré de maladies animales transmissibles aux animaux d’élevage. Ces mesures incluent la surveillance épidémiologique, la régulation des populations et l’encadrement des activités humaines susceptibles de perturber les équilibres écologiques et de favoriser la circulation des agents pathogènes. »Article 8I. – Après l’article L. 221-2 du code rural et de la pêche maritime, il est inséré un article L. 221-2-1 ainsi rédigé :«Art. L. 221-2-1. – Les indemnités versées aux exploitants agricoles en application de mesures sanitaires entraînant l’abattage total ou partiel d’un cheptel, en vue de lutter contre une maladie animale réglementée mentionnée à l’article L. 221-1, sont exonérées :« 1° De l’impôt sur le revenu ou de l’impôt sur les sociétés, dans les conditions mentionnées à l’article 49octiesF du code général des impôts ;« 2° Des cotisations et des contributions sociales dues par les ressortissants des régimes obligatoires de protection sociale agricole et recouvrées par les organismes de mutualité sociale agricole mentionnés à l’article L. 723-1 du présent code.« Ces indemnités ont un caractère exclusivement compensatoire et ne peuvent être assimilées à un bénéfice de l’exploitation. »II. – Le chapitre II du titre Ierde la première partie du code général des impôts est complété par une section 8 ainsi rédigée :« Section 8« Indemnités versées aux exploitants agricoles en application de mesures sanitaires entraînant l’abattage d’un cheptel«Art. 49octiesF. – Les indemnités versées aux exploitants agricoles en application de mesures sanitaires entraînant l’abattage total ou partiel d’un cheptel, en vue de lutter contre une maladie animale réglementée mentionnée à l’article L. 221-1 du code rural et de la pêche maritime, sont exonérées de l’impôt sur le revenu ou de l’impôt sur les sociétés.« Ces indemnités ont un caractère exclusivement compensatoire et ne peuvent être assimilées à un bénéfice de l’exploitation. »Article 9I. – La perte de recettes et les éventuelles conséquences financières résultant pour l’État de la présente loi sont compensées, à due concurrence, par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ierdu livre III du code des impositions sur les biens et services.II. – La perte de recettes résultant pour les organismes de sécurité sociale de la présente loi sont compensées, à due concurrence, par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ierdu livre III du code des impositions sur les biens et services.Les thèmes associés à ce texteAgriculture et pêchePage mise à jour le17 octobre 2025Partager cette pageXFacebookLinkedInE-mail",Français,6820,1017,,"India, USA, Europe",Influenza aviaire,Site officiel,"Voir le fil d’ArianeAccueilTravaux parlementairesTextes législatifsRenforcer la santé animalePropositions de loiTexte n° 910 (2024-2025) de M. Serge MÉRILLOU et plusieurs de ses collègues, déposé au Sénat le 29 septembre 2025Voir aussiVoir aussiNatureTexte de loi déposé au Sénat - Première lectureAutres formatsDocument""pastillé"" au format PDF(936 Koctets)En savoir plus sur le texteLe","Voir le fil d’ArianeAccueilTravaux parlementairesTextes législatifsRenforcer la santé animalePropositions de loiTexte n° 910 (2024-2025) de M. Serge MÉRILLOU et plusieurs de ses collègues, déposé au Sénat le 29 septembre 2025Voir aussiVoir aussiNatureTexte de loi déposé au Sénat - Première lectureAutres formatsDocument""pastillé"" au format PDF(936 Koctets)En savoir plus sur le texteLe dossier législatifRenforcer la santé animale (PPL) - Texte déposé - SénatN° 910SÉNAT2024-2025Enregistré à la Présidence du Sénat le 29 septembre 2025PROPOSITION DE LOIvisantàrenforcerlasantéanimale,présentéePar MM. Serge MÉRILLOU, Christian REDON-SARRAZY, Franck MONTAUGÉ et Mme Frédérique ESPAGNAC,Sénateurs et Sénatrice(Envoyée à la commissiondes affaires économiques, sous réserve de la constitution éventuelle d'une commission spéciale","Voir le fil d’ArianeAccueilTravaux parlementairesTextes législatifsRenforcer la santé animalePropositions de loiTexte n° 910 (2024-2025) de M. Serge MÉRILLOU et plusieurs de ses collègues, déposé au Sénat le 29 septembre 2025Voir aussiVoir aussiNatureTexte de loi déposé au Sénat - Première lectureAutres formatsDocument""pastillé"" au format PDF(936 Koctets)En savoir plus sur le texteLe dossier législatifRenforcer la santé animale (PPL) - Texte déposé - SénatN° 910SÉNAT2024-2025Enregistré à la Présidence du Sénat le 29 septembre 2025PROPOSITION DE LOIvisantàrenforcerlasantéanimale,présentéePar MM. Serge MÉRILLOU, Christian REDON-SARRAZY, Franck MONTAUGÉ et Mme Frédérique ESPAGNAC,Sénateurs et Sénatrice(Envoyée à la commissiondes affaires économiques, sous réserve de la constitution éventuelle d'une commission spéciale dans les conditions prévues par le Règlement.)Proposition de loivisant à renforcer la santé animaleArticle 1erL’article L. 221-1-1 du code rural et de la pêche maritime est complété par un alinéa ainsi rédigé :« Pour les campagnes de vaccination contre le virus de l’influenza aviaire hautement pathogène décidées par l’autorité administrative,","Sénat, SÉNAT",animaux,Succès
